feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
-0.6891029610717219,-0.8935554574022391,0.23517548361774487,-0.6913181457483693,2.1243118123213622,-1.3524499366343388,0.9173759467113793,-0.8277662197571987,1.980022250272099,-3.1669479036620016,0
-3.9687764559917897,-0.29154530720062666,0.22500234515357587,-4.12181802634087,1.7352825719439469,-1.4284388328821374,3.350595014141091,-0.012960592275544025,2.9887347174803773,-0.7915893828459983,0
0.7020124745535017,0.6995540422576814,-2.525203315918994,-2.38532036375992,-1.3481107438086992,-4.062959527145972,-1.350439817313835,1.237486527212523,0.2688247744060597,2.2917129390510107,0
2.3955634307542963,-4.390832812708903,-0.9708186527027578,-3.4843086616378787,3.502264304680565,-4.404857045017694,-3.780209070914716,-2.486474905877467,-3.615290056978215,-0.8679782527645536,0
-0.2700785363907099,-0.2929580393939524,-2.3777793997884777,-3.507893260535686,3.6685103471285,-2.8881445076968704,-1.1380532965283239,-2.7173753365501803,1.1326326850671347,-0.8357274413591247,0
-1.0111607878987572,-3.2143419736780947,-6.998213815396833,-3.829873239307111,-0.7503732577592555,2.845350707806123,-0.3162537800155132,1.3056925665687966,1.9653047527395002,-0.8867455491140102,1
-1.3947225812940953,-0.897532841510639,-4.770539767696426,-2.116445796544038,3.786916507037742,-0.8191430446834775,-3.5381919559564468,-2.9187557871472833,-0.8962630502832161,3.9556972751594106,0
4.107125629101683,-0.2569663363158754,-2.408832740099482,-1.3487217414795485,-2.3025513017418815,-2.0567774767650144,-3.1186027617812426,-0.1683112021068307,-3.6726862684340116,4.140346038230144,0
5.60035938640816,-4.766210509517325,-3.8021086819035843,-4.266632390082698,-2.244225601101893,1.2132048974105372,1.8300264787608609,0.8460674100623535,5.97226629838107,-3.8104671531629277,1
2.6111395169117237,-0.9776379680580924,-3.0067041652561812,-2.0965375294585886,0.8555658292631114,-1.4996169983016325,0.5348119387086392,0.74368262933227,-0.12518361034043757,0.20418257312374655,0
-5.014834295373766,-0.3507200652044824,1.3075183142599582,-3.2258333466983724,4.150198301932553,-1.8707260243600268,3.0698559938128485,-2.6820726618850457,3.0968207351124653,-0.9520926977388171,0
-4.931429200129723,-2.1891931264852222,3.9598115025895826,-1.9982782544442252,1.7776434274552644,-5.056850274277906,3.057635306492144,-3.5347034586979644,0.9683585154727605,-3.1911341349328124,0
0.5554810331153872,-2.398111148675459,3.313137063231345,-0.12988227157017773,4.122744579269786,-4.020737013692363,2.5540369956436644,-2.659097901218284,-0.5371365923535323,-4.410967536904401,0
-5.841749898817312,0.5268622332255157,0.5896311398161804,-4.543023808545467,3.6566975235184582,-2.8446439250245223,2.9575997025610468,-2.7104837987685633,1.6576033099105871,-1.3631906085219438,0
3.276444853808943,-1.3850703984690884,-4.041469059510867,-2.773202139492103,2.0859729297256266,-1.0902388047639666,-1.2775063890040106,0.1677109492173292,-0.6060580460101694,2.6274616142810943,0
-1.1092736247526607,-3.7035068377404667,1.1546119308730751,0.12372095649613968,-1.193086372965705,-2.0729519663377105,-0.3100800847931149,-2.1986706931496,0.15111592113319205,-4.14297929590496,0
3.6460743047759565,-5.520997784268438,-2.308869352631672,-2.3157556738760015,4.5480675398921315,-0.9583965884510013,-3.396505432989746,-2.5098882216565084,-5.3674177747313205,1.7043561224490023,0
1.092215885317758,-2.497075515540268,-2.1140693284656944,-2.6514725339578336,1.0589077906118614,0.926397812332417,-0.12600092849590294,-0.15593336324070317,-1.2514241667709034,3.669784118989739,0
2.56706443589622,-1.624536419057325,0.3669794641894577,-4.07003653969069,3.596026846939494,-2.8245046009585035,-2.6945538243806446,-7.161547069619045,-0.06204921109483341,-1.258423751639798,0
-3.452199462736033,-3.4018997472583505,3.002586479452952,-2.3971571359701804,1.3936223414900262,0.612115338568179,2.7702497780556747,-2.5641990261571825,5.292863807604759,-2.4948563767235807,0
-3.053773180111405,-0.39728294178162704,3.899343537614943,-3.8967495756051975,4.010350403151275,-0.6042058076665835,2.0158557297901916,-5.396913987191463,5.228601168007905,-2.708461195492553,0
-3.3509533934642572,-1.2820773471360125,0.7133868346826739,-1.2519689647606809,1.875534609711927,-3.0168135313879683,2.188634786415653,-1.147795560692165,0.4983782455135326,-4.415404046644296,0
1.2176835635952914,-3.5616152355056596,2.0825329550020424,0.2740729814307077,2.6169807572942263,-1.5796430280840823,0.23344195866610562,-4.066518946569447,1.7764432517070106,-3.972009117788483,0
3.1919694655046653,-2.1585472262999756,-5.01764475640962,-1.1968207288349522,-0.1166924649343608,-2.1804096936422894,2.6337655535843565,3.464424810457353,0.007883607650541302,-2.0546046772009783,1
1.182270114493368,-3.777232732838172,-1.144885051538346,-4.391654700310783,4.537059172532084,-1.2753818185914205,-2.2983712650307466,-2.953892152649363,-2.105391198060364,1.0091855249259352,0
-1.9159744672572177,-1.530749697908382,1.0403444617124369,-3.2673267055981947,2.7425916997289423,-2.7797931277490164,2.585380618889469,-1.6527291345423503,-0.2364463499401599,-7.096851645793199,0
-6.88433407673037,0.4935290503365648,0.23620105643104972,-3.1179462753049743,6.570707206108382,-2.3409167751652813,3.7698852953408433,-3.8939972887701106,1.8877659722847846,-3.392228387506165,0
1.8525348575993514,-2.1521023582528445,-1.4711020865520208,-4.023806772453803,1.8121276763322514,0.8142761208239548,-1.5915494251331852,-3.0712859604314464,-1.5515453322894972,1.6318386315798639,0
0.4478007441568823,-4.862426828016805,3.1046797908097385,1.305538694793106,-1.0379292245848832,-2.662254904758756,-0.3190428698818266,-3.0049866665189517,1.2860677794091904,-2.8033195929510746,0
-2.410793121185012,-0.8128664343324039,1.7595590166370911,1.7030843253072048,-1.7084248911761075,-4.02875347287622,1.8190313963488294,-1.535298784803743,0.6615624922823531,4.177836205775455,1
-0.3933843375894084,-0.19545580674836405,0.3357188691893094,-1.2562744943835207,3.3361365911635072,-1.7759155522611947,1.8173011493466635,-1.6301468070457026,2.4689776607277443,-3.96483672289379,0
1.4917260772325918,-1.0295014883761358,-2.894842202559224,-0.5907788661149596,-2.9615047699332724,-2.0152911624561014,0.40501920576111594,3.2550812720778017,1.340859447060549,-4.649792134980072,0
0.49566038621810105,-2.837515322492984,2.1235585047413115,3.158249933397872,-3.1369410414301093,-0.4827489660314477,3.309100026259988,-4.832298413775086,5.055969442794398,0.627297724939671,1
-5.816185443559817,-1.6478962187152646,5.079476000314726,-3.6513853320069094,4.80657160194874,0.33267488060419437,1.9666851309781308,-8.222850221318218,6.272568353765299,0.038428608681408516,0
-1.4180159442498028,-1.0592969958069398,0.41093251187264657,-2.8697349841043494,0.45554272730250633,-0.9977824160183428,1.577113322891977,1.4492630258248256,-0.9066048432880844,-3.2273561241817132,0
-1.7560696213074967,-6.016522989632039,1.3275253991406324,1.0759112422875905,-1.481363101436091,-1.2758153400063024,1.1622183494367584,-5.513697520170689,2.6854252889896593,0.5061106586023785,1
1.2839550868543632,0.9971972087160541,-1.5756227483366738,-1.6532250723544302,-1.519706475761263,-2.7788072536596244,5.472321199658497,2.7070828865192675,-2.3041586112258683,-3.27002630259027,1
0.5386789907010785,-3.979004650229963,4.523187374789119,-1.5564139429646644,1.3712331084963287,-0.6554839915730963,0.254094841217561,-5.059792664598286,2.5939919034242656,-2.004349901846176,0
3.3069634205757588,-1.5991978002402942,-3.333886316115281,-0.8915254701385209,-0.5185279099433635,0.15098538543127127,3.222401250605388,3.2679511125305183,3.7028524229612887,-1.7613645636592952,1
-1.7568695246852213,-3.188609109464924,3.9758745304362884,-0.2782682291094192,1.5161556376007086,0.12556703824294768,1.4101987145549342,-3.116740240796605,3.3945601567134203,2.226291403954171,1
-3.8369564593749064,-1.9885435158750326,4.1509330290401465,-3.173884738499379,4.938110521033648,-1.013032164899987,2.3954287016800824,-3.702960067489893,1.7483436336487002,0.24860247088655152,0
0.23592288683843776,-3.3685154750200867,3.990115353597629,-3.645860028066263,1.9611558668901878,-0.7506360918977668,3.89823884895321,1.8810873076728538,0.4260304683978873,0.035913407324069446,0
-0.9051362856111362,-2.1761007994113823,0.682186529536547,2.8770017768186325,-4.109428822492825,-2.6526397522835037,1.2869111339160249,-0.6074201498440595,-0.004358425636336705,1.771590346526934,1
3.731124389033135,-2.22547060673343,-1.7412433430555485,-1.8175606128756008,1.0052417672446095,3.1587218603781118,1.860090678423306,0.6532384487248672,2.566627699438498,-0.9198809226096896,1
1.6369630648720195,-0.7911130011647496,0.7314268396633494,-2.4444907756880023,1.2175512966172095,2.138682076152356,1.1487624067234994,1.5369419580275114,3.1476508666741045,-3.5200980823922654,1
1.4052975776768517,-4.825834497927445,-0.613465310957765,-3.738655340216939,1.283132997294787,-5.850778360634655,-2.2788952555675395,0.2720910436690578,-1.087746754581553,-1.0920443082375564,0
2.603625016705567,-3.7625915900961244,-0.8799447287649005,-4.245978045922598,0.6153997770989086,-2.3608286205865685,-1.974316950181982,-1.7574656727702929,-0.7703353489958851,0.14750162100241293,0
0.7960024943464532,-2.8829315793552253,-0.6577685115924987,-1.9773329241980002,3.3410983500692994,-3.237060897855715,-2.6336333001023777,-4.186516523118264,-1.4257264579763853,2.0210433620786272,0
3.60773889576351,-1.0994204525199316,-0.5054163932770399,-0.5126969445449454,3.343455879107709,-2.47483092335007,-2.089093520469059,-4.464787929117122,-4.240268517637752,1.0476784542784225,0
3.268916012179046,-8.389429661818056,-1.0094011860134198,-4.1536511986679985,4.667953644633651,-1.614038460176031,0.4642411704778735,-0.02865089658780806,-2.3508987539927464,-3.9894916637792033,0
-0.0610741169302953,0.5756061815588831,-2.1898790574169364,-1.475330669243859,2.6769560933166408,-1.943787087346738,-2.7879052252396703,-5.291429614839002,0.533304916819497,4.1912100898122375,0
1.9407663106020294,0.6359322883265235,-1.0994667966887515,0.521430847648717,0.7076321320557273,-3.064262387330185,-4.537763408188239,-4.175817142083263,-5.488547044473155,5.1691269297190106,0
1.5800088731063346,-0.8903495470130358,-0.2442067669312855,-0.7122778618115415,3.4495237335968834,0.8137572538668083,3.6544569177906925,1.2647623622226165,-0.6801769564511777,-1.0852867497969625,1
